z,y,x,trajectory,frame
0.2580459997812792,-3.4951390663915025,-1.2076602475900609,0,0
-0.018274702082132572,-1.5065553116904074,-3.5205175141861047,1,0
-0.1532984202395205,1.3463379315815711,-0.44740822068481345,2,0
-0.2945660132021795,0.998863445873383,-0.16233511729392178,2,1
-0.23011076584896906,1.1622173173403885,-0.18602163159505686,2,2
-0.03539093905856768,1.1975425693338897,-0.4611957371590157,2,3
-0.2948918871422896,0.964197325933785,-0.2371094714083207,2,4
-0.3212392616860103,1.0957344285560549,-0.7961755630007734,2,5
-0.32313405496356107,1.309645672007562,-0.9996972952391934,2,6
-0.2218525674727048,1.2687025724525365,-1.182870242321677,2,7
0.07245790739014026,1.977442101528456,-1.6252966047812836,2,8
0.23708560006531013,2.1995376946657315,-1.187249072052169,2,9
0.24663981114528785,2.208880565058964,-1.266367177492137,2,10
0.3110386920458671,2.157761627703561,-1.4312404014395403,2,11
0.28975650266833186,2.172335699924207,-1.6222052360229597,2,12
-0.11258854229669976,-0.7332052621444792,1.9748766946334764,3,0
-0.24056525512034418,-0.7743953867859703,2.1891495548410296,3,1
0.05665686210602143,-1.1716830422741351,2.3785205716858973,3,2
-0.052934678116887436,-0.957991719138984,2.5273042368279577,3,3
0.1985157760693437,1.4174586740865156,-0.990804714483215,4,0
0.2553695351949393,0.11688134989661468,2.799319697675626,5,0
0.07475658713778384,-0.0026473189008344375,2.8358913216301205,5,1
-0.08848112250987733,-0.23052013635405638,2.737356835520297,5,2
-0.1366271195138561,-0.6208363038535404,2.491343582098015,5,3
0.06374891510264744,-1.0592258947137783,2.9644978307759953,5,4
0.1016841939718095,2.185248563753743,2.3674444352804076,6,0
0.14327004935558496,1.89149653657956,2.9030700125666815,6,1
-0.21722042491262664,1.4389139840695864,2.640560182053712,6,2
-0.15285519503191858,-2.055571512624079,-1.5968536069728985,7,0
-0.20249451378806527,-2.4430273372232,-1.87408403831367,7,1
0.08596364789969986,-0.3201481655449298,2.376400795339803,8,0
0.04488395488388402,-0.36209887998992957,1.8803757351822148,8,1
0.11790628393129943,-2.1279587658830517,0.5087873862591592,9,0
-0.35096259898863674,1.8366507470056301,2.561741494204786,10,0
0.25207656191902317,3.095017705298728,1.1122821344789162,11,0
-0.340216284400764,2.6743985898665694,3.0835744807643666,12,0
-0.13863288583057,1.8556633132276517,2.04003340695743,13,0
0.2249215225297959,1.8494044877323692,2.213173812020394,13,1
0.20115809113446925,1.791194462308557,1.7258342168475727,13,2
-0.05143599028345056,-1.338389106348522,2.8314206993214803,14,0
-0.31221350095892103,-1.9071387289576476,2.9670732849057972,14,1
0.05557377753864254,2.160256098533881,-3.0880309193670925,15,0
0.3226423392615767,4.46153810742919,-1.844167485791887,16,0
0.1606232066543722,4.299957125870528,-1.4873233414570308,16,1
-0.10417820667003166,4.0495203931975405,-1.6656401908435678,16,2
-0.11960030585506254,-2.415688460277747,-3.884733688707506,17,0
-0.20200498173264791,-2.2011173566938043,-4.031768433783586,17,1
0.02643765106978572,1.0819825163216634,-0.7595376122206683,18,0
-0.030085995186397,1.0217735538157062,-0.7451182949941213,18,1
0.355215034061206,0.7563428267245783,-1.1355912271657933,18,2
0.04270604381735346,0.6201108118944273,-1.0935370181046713,18,3
-0.24595847496677153,-1.550075173722733,3.1038184977438954,19,0
-0.26348841840529375,0.35842896525299106,-3.851945278439208,20,0
0.271154371807059,2.0207581637548513,0.25790820582925206,21,0
-0.0841254227891171,2.09875559491122,-0.006939236401376524,21,1
-0.2893908769769714,1.8072256299159295,-0.25737330971491584,21,2
-0.1874482695863968,-2.8088717698585497,-4.069595331285457,22,0
-0.01983705689751008,3.3636999897127478,-0.075544601631735,23,0
-0.15583587229068302,2.8617500672597016,0.25632226394016405,23,1
-0.23714492714830246,-0.09660749813701165,-1.6442285165950636,24,0
0.18990920614745754,-0.9216338010239271,1.0653473831801374,25,0
0.15297650165315602,-0.4064184994523256,0.946865702483789,25,1
0.0033498215950037366,-0.3500416034103083,0.8884305828997423,25,2
0.17091904253016266,-1.46612066776164,3.378055337358479,26,0
0.34966498085357556,-1.5286157431094176,4.32429883679281,27,0
0.081006809159784,3.9619854751896866,0.8657176743358383,28,0
-0.12864964718037641,2.8755860765892716,1.547860067086305,29,0
0.008928568661050056,3.0355529312112925,1.4339278288647956,29,1
0.17527675303533702,2.9156385362338164,1.3639421488549002,29,2
0.0034252810648107528,2.968695097016232,1.2296478770856314,30,0
-0.060633787814482795,2.7418263315020646,0.8839008006481528,30,1
-0.24447104010377085,2.3868974669241747,1.046735556633859,30,2
-0.21938218744174912,2.905313081423012,0.7322609992492721,30,3
-0.20545735741943244,3.089616144611029,0.7382494305685072,30,4
-0.1514912616429979,3.4460213702578284,0.8047243850744951,30,5
-0.1528148315831341,3.647673772978514,0.9182897571382762,30,6
-0.23496369089803984,2.9898421950185514,-0.7924329918834925,31,0
0.23956719071540178,4.301299984880915,-2.0275755739409145,32,0
-0.3226132568867241,-2.2844135875078604,-2.1443672667872633,33,0
-0.11208802204576862,0.9971711882976187,1.6886569878404123,34,0
-0.20534130902182587,1.2752682630839325,4.377824675128932,35,0
0.21381735700477256,-3.944958231517042,1.4804591969914154,36,0
0.14744317138368357,-3.8327233065386985,1.7007876735743999,36,1
0.13278451104306613,-4.009944013223433,1.407662427778228,36,2
0.2315506549079957,-1.676554776371447,2.846142201354352,37,0
0.34342014785963293,-0.05668705812578773,-1.4432372948926502,38,0
0.26366367338505375,-2.6043222578252214,-2.850533436381043,39,0
0.3625766861958599,-2.802323917725006,-2.5767848071547963,39,1
-0.2437676377410996,-2.995695864375116,-1.8992843635910905,39,2
-0.12551715547384665,3.530535252056098,-1.5063581104091062,40,0
0.25023783127376675,-1.7283963749914686,-3.423472939096467,41,0
-0.21222937093723174,-1.5440172959805019,-3.99030540846035,42,0
-0.2183062101389685,-1.6748100793085745,-3.4766181096624638,42,1
0.12354645845049429,-1.3801087838120485,1.2778788241052323,43,0
